Table 1
Id,name,ThumbnailImage,species_id,type,generation_id,type__001,type__002,description,generation
112,Rhydon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/112.png,112,"ground,rock",1,ground,rock,"Rhydon has a horn that serves as a drill. It is used for
destroying rocks and boulders. This Pokémon occasionally
rams into streams of magma, but the armor-like hide prevents
it from feeling the heat.",1
113,Chansey,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/113.png,113,normal,1,normal,,"Chansey lays nutritionally excellent eggs on an everyday basis.
The eggs are so delicious, they are easily and eagerly
devoured by even those people who have lost their appetite.",1
114,Tangela,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/114.png,114,grass,1,grass,,"Tangela’s vines snap off easily if they are grabbed. This
happens without pain, allowing it to make a quick getaway.
The lost vines are replaced by newly grown vines the very
next day.",1
115,Kangaskhan,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/115.png,115,normal,1,normal,,"If you come across a young Kangaskhan playing by itself,
you must never disturb it or attempt to catch it. The baby
Pokémon’s parent is sure to be in the area, and it will
become violently enraged at you.",1
116,Horsea,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/116.png,116,water,1,water,,"If Horsea senses danger, it will reflexively spray a dense
black ink from its mouth and try to escape. This Pokémon
swims by cleverly flapping the fin on its back.",1
117,Seadra,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/117.png,117,water,1,water,,"Seadra generates whirlpools by spinning its body.
The whirlpools are strong enough to swallow even
fishing boats. This Pokémon weakens prey with
these currents, then swallows it whole.",1
118,Goldeen,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/118.png,118,water,1,water,,"Goldeen loves swimming wild and free in rivers and ponds.
If one of these Pokémon is placed in an aquarium, it will
shatter even the thickest glass with one ram of its horn
and make its escape.",1
119,Seaking,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/119.png,119,water,1,water,,"Seaking is very protective of its eggs. The male and female
will take turns patrolling around their nest and eggs. The
guarding of eggs by these Pokémon goes on for over a month.",1
120,Staryu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/120.png,120,water,1,water,,"Staryu apparently communicates with the stars in the night sky
by flashing the red core at the center of its body. If parts of its
body are torn, this Pokémon simply regenerates the missing
pieces and limbs.",1
121,Starmie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/121.png,121,"water,psychic",1,water,psychic,"Starmie swims through water by spinning its star-shaped
body as if it were a propeller on a ship. The core at the
center of this Pokémon’s body glows in seven colors.",1
122,Mr. Mime,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/122.png,122,"psychic,fairy",1,psychic,fairy,"Mr. Mime is a master of pantomime. Its gestures and motions
convince watchers that something unseeable actually exists.
Once the watchers are convinced, the unseeable thing exists
as if it were real.",1
123,Scyther,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/123.png,123,"bug,flying",1,bug,flying,"Scyther is blindingly fast. Its blazing speed enhances the
effectiveness of the twin scythes on its forearms. This
Pokémon’s scythes are so effective, they can slice through
thick logs in one wicked stroke.",1
124,Jynx,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/124.png,124,"ice,psychic",1,ice,psychic,"Jynx walks rhythmically, swaying and shaking its hips
as if it were dancing. Its motions are so bouncingly alluring,
people seeing it are compelled to shake their hips without
giving any thought to what they are doing.",1
125,Electabuzz,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/125.png,125,electric,1,electric,,"When a storm arrives, gangs of this Pokémon compete with
each other to scale heights that are likely to be stricken by
lightning bolts. Some towns use Electabuzz in place of
lightning rods.",1
126,Magmar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/126.png,126,fire,1,fire,,"In battle, Magmar blows out intensely hot flames from
all over its body to intimidate its opponent. This Pokémon’s
fiery bursts create heat waves that ignite grass and trees in
its surroundings.",1
127,Pinsir,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/127.png,127,bug,1,bug,,"Pinsir has a pair of massive horns. Protruding from the surface
of these horns are thorns. These thorns are driven deeply into
the foe’s body when the pincer closes, making it tough for the
foe to escape.",1
128,Tauros,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/128.png,128,normal,1,normal,,"This Pokémon is not satisfied unless it is rampaging at all
times. If there is no opponent for Tauros to battle, it will
charge at thick trees and knock them down to calm itself.",1
129,Magikarp,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/129.png,129,water,1,water,,"Magikarp is virtually useless in battle as it can only splash
around. As a result, it is considered to be weak. However,
it is actually a very hardy Pokémon that can survive in any
body of water no matter how polluted it is.",1
130,Gyarados,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/130.png,130,"water,flying",1,water,flying,"Once Gyarados goes on a rampage, its ferociously violent
blood doesn’t calm until it has burned everything down.
There are records of this Pokémon’s rampages lasting a
whole month.",1
131,Lapras,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/131.png,131,"water,ice",1,water,ice,"People have driven Lapras almost to the point of extinction.
In the evenings, this Pokémon is said to sing plaintively as
it seeks what few others of its kind still remain.",1
132,Ditto,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/132.png,132,normal,1,normal,,"Ditto rearranges its cell structure to transform itself into other
shapes. However, if it tries to transform itself into something
by relying on its memory, this Pokémon manages to get
details wrong.",1
133,Eevee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/133.png,133,normal,1,normal,,"Eevee has an unstable genetic makeup that suddenly mutates
due to the environment in which it lives. Radiation from various
stones causes this Pokémon to evolve.",1
134,Vaporeon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/134.png,134,water,1,water,,"Vaporeon underwent a spontaneous mutation and grew fins
and gills that allow it to live underwater. This Pokémon has
the ability to freely control water.",1
135,Jolteon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/135.png,135,electric,1,electric,,"Jolteon’s cells generate a low level of electricity. This power
is amplified by the static electricity of its fur, enabling the
Pokémon to drop thunderbolts. The bristling fur is made of
electrically charged needles.",1
136,Flareon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/136.png,136,fire,1,fire,,"Flareon’s fluffy fur has a functional purpose—it releases heat
into the air so that its body does not get excessively hot.
This Pokémon’s body temperature can rise to a maximum of
1,650 degrees Fahrenheit.",1
137,Porygon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/137.png,137,normal,1,normal,,"Porygon is capable of reverting itself entirely back to program
data and entering cyberspace. This Pokémon is copy protected
so it cannot be duplicated by copying.",1
138,Omanyte,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/138.png,138,"rock,water",1,rock,water,"Omanyte is one of the ancient and long-since-extinct Pokémon
that have been regenerated from fossils by people. If attacked
by an enemy, it withdraws itself inside its hard shell.",1
139,Omastar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/139.png,139,"rock,water",1,rock,water,"Omastar uses its tentacles to capture its prey. It is
believed to have become extinct because its shell grew too
large and heavy, causing its movements to become too slow
and ponderous.",1
140,Kabuto,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/140.png,140,"rock,water",1,rock,water,"Kabuto is a Pokémon that has been regenerated from a fossil.
However, in extremely rare cases, living examples have
been discovered. The Pokémon has not changed at all for
300 million years.",1
141,Kabutops,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/141.png,141,"rock,water",1,rock,water,"Kabutops swam underwater to hunt for its prey in ancient
times. The Pokémon was apparently evolving from being a
water dweller to living on land as evident from the beginnings
of change in its gills and legs.",1
142,Aerodactyl,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/142.png,142,"rock,flying",1,rock,flying,"Aerodactyl is a Pokémon from the age of dinosaurs. It was
regenerated from genetic material extracted from amber. It is
imagined to have been the king of the skies in ancient times.",1
143,Snorlax,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/143.png,143,normal,1,normal,,"Snorlax’s typical day consists of nothing more than eating and
sleeping. It is such a docile Pokémon that there are children
who use its expansive belly as a place to play.",1
144,Articuno,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/144.png,144,"ice,flying",1,ice,flying,"Articuno is a legendary bird Pokémon that can control ice.
The flapping of its wings chills the air. As a result, it is said
that when this Pokémon flies, snow will fall.",1
145,Zapdos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/145.png,145,"electric,flying",1,electric,flying,"Zapdos is a legendary bird Pokémon that has the ability
to control electricity. It usually lives in thunderclouds.
The Pokémon gains power if it is stricken by lightning bolts.",1
146,Moltres,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/146.png,146,"fire,flying",1,fire,flying,"Moltres is a legendary bird Pokémon that has the ability
to control fire. If this Pokémon is injured, it is said to dip its
body in the molten magma of a volcano to burn and heal itself.",1
147,Dratini,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/147.png,147,dragon,1,dragon,,"Dratini continually molts and sloughs off its old skin. It does so
because the life energy within its body steadily builds to reach
uncontrollable levels.",1
148,Dragonair,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/148.png,148,dragon,1,dragon,,"Dragonair stores an enormous amount of energy inside
its body. It is said to alter weather conditions in its vicinity
by discharging energy from the crystals on its neck and tail.",1
149,Dragonite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/149.png,149,"dragon,flying",1,dragon,flying,"Dragonite is capable of circling the globe in just 16 hours.
It is a kindhearted Pokémon that leads lost and foundering
ships in a storm to the safety of land.",1
150,Mewtwo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png,150,psychic,1,psychic,,"Mewtwo is a Pokémon that was created by genetic
manipulation. However, even though the scientific power
of humans created this Pokémon’s body, they failed to
endow Mewtwo with a compassionate heart.",1
151,Mew,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/151.png,151,psychic,1,psychic,,"Mew is said to possess the genetic composition of all
Pokémon. It is capable of making itself invisible at will,
so it entirely avoids notice even if it approaches people.",1
152,Chikorita,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/152.png,152,grass,2,grass,,"In battle, Chikorita waves its leaf around to keep the foe at
bay. However, a sweet fragrance also wafts from the leaf,
becalming the battling Pokémon and creating a cozy,
friendly atmosphere all around.",2
